farmer_id,state,district,land_holding_acres,annual_income,crop,farmer_category,taluka,village
339,Maharashtra,Nashik,4.67,476149,Cotton,Small,Unknown,Unknown
340,Maharashtra,Nashik,2.42,307438,Soybean,Small,Unknown,Unknown
341,Maharashtra,Nashik,2.77,355613,Cotton,Small,Unknown,Unknown
342,Maharashtra,Kolhapur,5.99,476903,Soybean,Medium,Radhanagari,Kasba Radhanagari
343,Maharashtra,Nagpur,6.88,418753,Sugarcane,Medium,Katol,Metpanjara
344,Maharashtra,Raigad,5.54,495872,Sugarcane,Medium,Mahad,Dasgaon
345,Maharashtra,Yavatmal,6.57,460591,Wheat,Medium,Unknown,Unknown
346,Maharashtra,Aurangabad,6.25,377350,Soybean,Medium,Sillod,Ajanta
347,Maharashtra,Pune,1.62,408606,Soybean,Small,Ambegaon,Manchar
348,Maharashtra,Aurangabad,3.68,217679,Rice,Small,Paithan,Waluj
349,Maharashtra,Pune,1.65,133178,Rice,Small,Junnar,Otur
350,Maharashtra,Solapur,2.26,467209,Rice,Small,Pandharpur,Kasegaon
351,Maharashtra,Aurangabad,7.02,225458,Cotton,Medium,Paithan,Waluj
352,Maharashtra,Amravati,4.05,304466,Rice,Small,Achalpur,Pathrot
353,Maharashtra,Amravati,4.52,489503,Soybean,Small,Chandur,Kurha
354,Maharashtra,Satara,1.84,136724,Cotton,Small,Phaltan,Sakharwadi
355,Maharashtra,Nagpur,2.84,279204,Sugarcane,Small,Kalmeshwar,Gondkhairi
356,Maharashtra,Pune,2.23,146393,Wheat,Small,Haveli,Uruli
357,Maharashtra,Pune,2.05,439458,Rice,Small,Junnar,Alephata
358,Maharashtra,Palghar,5.28,126312,Sugarcane,Medium,Unknown,Unknown
359,Maharashtra,Nanded,2.43,387468,Soybean,Small,Biloli,Sawargaon
360,Maharashtra,Nagpur,5.24,121196,Wheat,Medium,Hingna,Raipur
361,Maharashtra,Kolhapur,0.94,120014,Sugarcane,Marginal,Hatkanangale,Jaysingpur
362,Maharashtra,Satara,1.56,451426,Wheat,Small,Karad,Umbraj
363,Maharashtra,Kolhapur,2.56,191994,Rice,Small,Hatkanangale,Pethvadgaon
364,Maharashtra,Kolhapur,4.98,479505,Soybean,Small,Hatkanangale,Jaysingpur
365,Maharashtra,Kolhapur,5.57,83340,Wheat,Medium,Hatkanangale,Pethvadgaon
366,Maharashtra,Raigad,3.82,351994,Sugarcane,Small,Panvel,Kamothe
367,Maharashtra,Nagpur,3.84,163711,Rice,Small,Kalmeshwar,Kohali
368,Maharashtra,Kolhapur,5.93,265250,Rice,Medium,Karvir,Kalamba
369,Maharashtra,Amravati,0.62,61094,Sugarcane,Marginal,Chandur,Kurha
370,Maharashtra,Nanded,3.06,400103,Sugarcane,Small,Biloli,Sawargaon
371,Maharashtra,Nanded,6.64,476634,Wheat,Medium,Degloor,Mukramabad
372,Maharashtra,Nashik,5.02,317885,Cotton,Medium,Unknown,Unknown
373,Maharashtra,Solapur,3.03,161585,Rice,Small,Mohol,Shirapur
374,Maharashtra,Pune,7.29,434708,Wheat,Medium,Junnar,Otur
375,Maharashtra,Palghar,6.29,118798,Sugarcane,Medium,Unknown,Unknown
376,Maharashtra,Pune,2.49,428170,Wheat,Small,Haveli,Wagholi
377,Maharashtra,Solapur,5.34,251604,Sugarcane,Medium,Barshi,Vairag
378,Maharashtra,Palghar,4.97,160130,Soybean,Small,Unknown,Unknown
379,Maharashtra,Raigad,3.51,334308,Sugarcane,Small,Mahad,Birwadi
380,Maharashtra,Nagpur,3.25,216667,Sugarcane,Small,Kalmeshwar,Kohali
381,Maharashtra,Aurangabad,3.08,80257,Sugarcane,Small,Gangapur,Shendra
382,Maharashtra,Nagpur,5.13,457427,Cotton,Medium,Hingna,Takli
383,Maharashtra,Pune,3.82,408133,Sugarcane,Small,Haveli,Theur
384,Maharashtra,Pune,6.74,448448,Rice,Medium,Haveli,Theur
385,Maharashtra,Palghar,5.52,102691,Rice,Medium,Unknown,Unknown
386,Maharashtra,Palghar,1.02,129768,Wheat,Small,Unknown,Unknown
387,Maharashtra,Raigad,5.3,468829,Cotton,Medium,Mahad,Birwadi
388,Maharashtra,Solapur,2.53,64026,Wheat,Small,Barshi,Vairag
389,Maharashtra,Kolhapur,4.95,496751,Rice,Small,Radhanagari,Kasba Radhanagari
390,Maharashtra,Nagpur,5.6,275162,Rice,Medium,Kalmeshwar,Mohpa
391,Maharashtra,Palghar,2.23,343052,Soybean,Small,Unknown,Unknown
392,Maharashtra,Yavatmal,3.93,495329,Sugarcane,Small,Unknown,Unknown
393,Maharashtra,Solapur,1.93,69610,Rice,Small,Pandharpur,Mundhewadi
394,Maharashtra,Amravati,0.89,227718,Wheat,Marginal,Achalpur,Paratwada
395,Maharashtra,Raigad,3.34,375329,Wheat,Small,Mahad,Dasgaon
396,Maharashtra,Pune,3.22,384711,Sugarcane,Small,Haveli,Theur
397,Maharashtra,Solapur,7.97,228646,Sugarcane,Medium,Barshi,Sukewadi
398,Maharashtra,Nagpur,3.85,272123,Soybean,Small,Hingna,Raipur
399,Maharashtra,Palghar,3.0,348326,Cotton,Small,Unknown,Unknown
400,Maharashtra,Pune,4.85,428280,Wheat,Small,Ambegaon,Ghodegaon
401,Maharashtra,Aurangabad,1.17,443786,Sugarcane,Small,Sillod,Golegaon
402,Maharashtra,Raigad,7.71,69288,Wheat,Medium,Mahad,Dasgaon
403,Maharashtra,Solapur,5.26,390968,Sugarcane,Medium,Pandharpur,Bhalwani
404,Maharashtra,Satara,6.16,473093,Rice,Medium,Phaltan,Lonand
405,Maharashtra,Pune,1.78,134425,Wheat,Small,Haveli,Theur
406,Maharashtra,Nagpur,3.57,50917,Rice,Small,Katol,Dhapewada
407,Maharashtra,Nashik,3.67,387746,Wheat,Small,Unknown,Unknown
408,Maharashtra,Yavatmal,6.66,376719,Cotton,Medium,Unknown,Unknown
409,Maharashtra,Beed,0.51,384662,Soybean,Marginal,Georai,Kada
410,Maharashtra,Kolhapur,2.76,303187,Rice,Small,Karvir,Kalamba
411,Maharashtra,Beed,7.86,89104,Sugarcane,Medium,Georai,Thakarwadi
412,Maharashtra,Nagpur,4.06,199134,Cotton,Small,Katol,Dhapewada
413,Maharashtra,Amravati,3.37,329143,Wheat,Small,Achalpur,Pathrot
414,Maharashtra,Amravati,1.4,312091,Rice,Small,Achalpur,Pathrot
415,Maharashtra,Nashik,7.81,453157,Wheat,Medium,Unknown,Unknown
416,Maharashtra,Kolhapur,0.65,111169,Wheat,Marginal,Hatkanangale,Jaysingpur
417,Maharashtra,Satara,6.03,204542,Wheat,Medium,Karad,Masur
418,Maharashtra,Nashik,6.26,179744,Soybean,Medium,Unknown,Unknown
419,Maharashtra,Nanded,2.33,422828,Soybean,Small,Mukhed,Dapkarja
420,Maharashtra,Beed,5.54,109821,Sugarcane,Medium,Ashti,Dhanora
421,Maharashtra,Nashik,1.2,267741,Rice,Small,Unknown,Unknown
422,Maharashtra,Beed,2.43,299265,Cotton,Small,Georai,Thakarwadi
423,Maharashtra,Pune,6.41,487651,Cotton,Medium,Haveli,Wagholi
424,Maharashtra,Amravati,6.99,447745,Cotton,Medium,Daryapur,Anjangaon
425,Maharashtra,Pune,5.06,264127,Wheat,Medium,Ambegaon,Manchar
426,Maharashtra,Yavatmal,4.3,324336,Soybean,Small,Unknown,Unknown
427,Maharashtra,Nanded,1.69,386246,Rice,Small,Degloor,Mukramabad
428,Maharashtra,Kolhapur,0.97,253834,Wheat,Marginal,Hatkanangale,Hupari
429,Maharashtra,Satara,1.38,284538,Soybean,Small,Karad,Umbraj
430,Maharashtra,Raigad,2.21,427038,Soybean,Small,Alibag,Revdanda
431,Maharashtra,Beed,3.06,136795,Rice,Small,Ashti,Kasewadi
432,Maharashtra,Satara,3.36,215159,Rice,Small,Wai,Dhom
433,Maharashtra,Beed,3.1,378821,Rice,Small,Ashti,Pimpri
434,Maharashtra,Nagpur,2.29,185699,Wheat,Small,Kalmeshwar,Mohpa
435,Maharashtra,Nashik,4.32,499757,Sugarcane,Small,Unknown,Unknown
436,Maharashtra,Yavatmal,6.69,293877,Rice,Medium,Unknown,Unknown
437,Maharashtra,Amravati,2.6,249298,Sugarcane,Small,Achalpur,Dhamangaon
438,Maharashtra,Raigad,7.57,446471,Wheat,Medium,Mahad,Birwadi
439,Maharashtra,Palghar,7.05,238505,Sugarcane,Medium,Unknown,Unknown
440,Maharashtra,Beed,1.71,186285,Cotton,Small,Georai,Thakarwadi
441,Maharashtra,Satara,6.4,152412,Sugarcane,Medium,Phaltan,Nimb
442,Maharashtra,Yavatmal,4.81,69404,Rice,Small,Unknown,Unknown
443,Maharashtra,Aurangabad,4.75,166545,Wheat,Small,Paithan,Waluj
444,Maharashtra,Raigad,3.43,468596,Rice,Small,Alibag,Varsoli
445,Maharashtra,Aurangabad,4.26,272128,Cotton,Small,Sillod,Golegaon
446,Maharashtra,Pune,3.48,200245,Rice,Small,Junnar,Alephata
447,Maharashtra,Amravati,4.55,234099,Rice,Small,Daryapur,Anjangaon
448,Maharashtra,Palghar,5.21,336133,Rice,Medium,Unknown,Unknown
449,Maharashtra,Nagpur,5.56,311657,Soybean,Medium,Hingna,Raipur
450,Maharashtra,Satara,4.49,420250,Cotton,Small,Phaltan,Sakharwadi
451,Maharashtra,Palghar,5.91,336663,Rice,Medium,Unknown,Unknown
452,Maharashtra,Nashik,1.56,306875,Rice,Small,Unknown,Unknown
453,Maharashtra,Nashik,2.09,334583,Rice,Small,Unknown,Unknown
454,Maharashtra,Satara,6.64,430714,Wheat,Medium,Karad,Umbraj
455,Maharashtra,Kolhapur,2.92,64995,Soybean,Small,Karvir,Shiroli
456,Maharashtra,Nagpur,0.67,73559,Wheat,Marginal,Kalmeshwar,Mohpa
457,Maharashtra,Yavatmal,1.65,401193,Soybean,Small,Unknown,Unknown
458,Maharashtra,Beed,2.18,448237,Rice,Small,Patoda,Jaulkhed
459,Maharashtra,Raigad,7.68,148000,Cotton,Medium,Alibag,Varsoli
460,Maharashtra,Kolhapur,4.8,202191,Sugarcane,Small,Karvir,Kalamba
461,Maharashtra,Beed,7.5,494755,Sugarcane,Medium,Georai,Bansarola
462,Maharashtra,Beed,4.81,351494,Rice,Small,Patoda,Jaulkhed
463,Maharashtra,Kolhapur,4.1,489439,Wheat,Small,Radhanagari,Dhamod
464,Maharashtra,Pune,2.85,75517,Cotton,Small,Junnar,Otur
465,Maharashtra,Aurangabad,5.05,465466,Soybean,Medium,Sillod,Golegaon
466,Maharashtra,Beed,1.54,265558,Rice,Small,Patoda,Therla
467,Maharashtra,Kolhapur,7.24,401276,Cotton,Medium,Hatkanangale,Hupari
468,Maharashtra,Kolhapur,6.72,497415,Cotton,Medium,Karvir,Uchgaon
469,Maharashtra,Nanded,2.88,371690,Soybean,Small,Degloor,Gokunda
470,Maharashtra,Palghar,7.65,155686,Cotton,Medium,Unknown,Unknown
471,Maharashtra,Solapur,6.69,138151,Wheat,Medium,Mohol,Penur
472,Maharashtra,Pune,5.5,315471,Wheat,Medium,Ambegaon,Awasari
473,Maharashtra,Amravati,1.41,170318,Wheat,Small,Daryapur,Anjangaon
474,Maharashtra,Solapur,4.09,472984,Cotton,Small,Barshi,Sukewadi
475,Maharashtra,Palghar,4.3,245490,Wheat,Small,Unknown,Unknown
476,Maharashtra,Palghar,2.24,223860,Soybean,Small,Unknown,Unknown
477,Maharashtra,Palghar,1.1,165945,Cotton,Small,Unknown,Unknown
478,Maharashtra,Solapur,6.33,263456,Sugarcane,Medium,Pandharpur,Kasegaon
479,Maharashtra,Satara,1.42,358974,Cotton,Small,Wai,Kikali
480,Maharashtra,Aurangabad,4.96,102446,Soybean,Small,Gangapur,Shendra
481,Maharashtra,Kolhapur,7.52,458376,Sugarcane,Medium,Hatkanangale,Jaysingpur
482,Maharashtra,Raigad,7.07,237655,Cotton,Medium,Mahad,Kamble
483,Maharashtra,Aurangabad,2.58,477214,Wheat,Small,Paithan,Bidkin
484,Maharashtra,Nagpur,6.89,470446,Rice,Medium,Katol,Metpanjara
485,Maharashtra,Satara,0.5,190148,Rice,Marginal,Wai,Dhom
486,Maharashtra,Amravati,0.63,119341,Wheat,Marginal,Daryapur,Anjangaon
487,Maharashtra,Aurangabad,5.02,81085,Rice,Medium,Paithan,Bidkin
488,Maharashtra,Raigad,3.24,367715,Rice,Small,Mahad,Birwadi
489,Maharashtra,Nashik,3.4,457931,Wheat,Small,Unknown,Unknown
490,Maharashtra,Palghar,4.73,440452,Wheat,Small,Unknown,Unknown
491,Maharashtra,Beed,1.94,55750,Cotton,Small,Ashti,Dhanora
492,Maharashtra,Nagpur,2.09,426075,Cotton,Small,Katol,Sawanga
493,Maharashtra,Pune,4.13,390912,Wheat,Small,Junnar,Otur
494,Maharashtra,Amravati,6.16,85903,Soybean,Medium,Daryapur,Yeoda
495,Maharashtra,Nagpur,5.15,253561,Rice,Medium,Hingna,Wanadongri
496,Maharashtra,Palghar,2.73,475309,Cotton,Small,Unknown,Unknown
497,Maharashtra,Beed,3.73,141036,Rice,Small,Patoda,Therla
498,Maharashtra,Satara,1.78,137954,Sugarcane,Small,Karad,Masur
499,Maharashtra,Beed,1.06,477530,Wheat,Small,Patoda,Therla
500,Maharashtra,Solapur,6.37,491441,Soybean,Medium,Barshi,Tadsoundane
501,Maharashtra,Beed,2.49,395158,Sugarcane,Small,Patoda,Jaulkhed
502,Maharashtra,Solapur,1.83,478395,Sugarcane,Small,Barshi,Sukewadi
503,Maharashtra,Satara,5.69,167305,Sugarcane,Medium,Wai,Bavdhan
504,Maharashtra,Yavatmal,5.14,468554,Wheat,Medium,Unknown,Unknown
505,Maharashtra,Palghar,5.25,250753,Cotton,Medium,Unknown,Unknown
506,Maharashtra,Solapur,2.22,82101,Wheat,Small,Pandharpur,Kasegaon
507,Maharashtra,Pune,2.24,52775,Cotton,Small,Haveli,Uruli
508,Maharashtra,Beed,2.16,161497,Sugarcane,Small,Patoda,Jaulkhed
509,Maharashtra,Beed,1.8,95619,Sugarcane,Small,Patoda,Therla
510,Maharashtra,Pune,5.42,489054,Soybean,Medium,Haveli,Wagholi
511,Maharashtra,Nashik,6.86,302388,Cotton,Medium,Unknown,Unknown
512,Maharashtra,Kolhapur,5.93,462755,Sugarcane,Medium,Radhanagari,Dhamod
513,Maharashtra,Yavatmal,6.44,283346,Rice,Medium,Unknown,Unknown
514,Maharashtra,Amravati,3.54,369268,Soybean,Small,Daryapur,Yeoda
515,Maharashtra,Raigad,5.41,115149,Wheat,Medium,Panvel,Kalamboli
516,Maharashtra,Solapur,3.16,76616,Soybean,Small,Mohol,Kamti
517,Maharashtra,Pune,4.44,271767,Rice,Small,Junnar,Alephata
518,Maharashtra,Raigad,4.11,235639,Cotton,Small,Alibag,Chaul
519,Maharashtra,Satara,1.83,218171,Wheat,Small,Phaltan,Lonand
520,Maharashtra,Solapur,3.4,256903,Wheat,Small,Barshi,Tadsoundane
521,Maharashtra,Kolhapur,7.73,281318,Cotton,Medium,Hatkanangale,Pethvadgaon
522,Maharashtra,Raigad,2.36,373943,Soybean,Small,Panvel,Karanjade
523,Maharashtra,Satara,1.5,402365,Sugarcane,Small,Karad,Masur
524,Maharashtra,Nagpur,3.64,427023,Soybean,Small,Katol,Sawanga
525,Maharashtra,Palghar,6.43,337623,Rice,Medium,Unknown,Unknown
526,Maharashtra,Beed,4.87,489388,Sugarcane,Small,Georai,Thakarwadi
527,Maharashtra,Nagpur,5.61,411309,Soybean,Medium,Katol,Sawanga
528,Maharashtra,Solapur,1.92,105863,Cotton,Small,Pandharpur,Mundhewadi
529,Maharashtra,Kolhapur,5.14,223115,Rice,Medium,Radhanagari,Kasba Radhanagari
530,Maharashtra,Yavatmal,2.93,394713,Rice,Small,Unknown,Unknown
531,Maharashtra,Raigad,6.76,458624,Rice,Medium,Mahad,Birwadi
532,Maharashtra,Palghar,5.22,303347,Sugarcane,Medium,Unknown,Unknown
533,Maharashtra,Solapur,1.99,239052,Wheat,Small,Barshi,Tadsoundane
534,Maharashtra,Pune,0.98,328495,Sugarcane,Marginal,Ambegaon,Awasari
535,Maharashtra,Aurangabad,0.82,185203,Soybean,Marginal,Paithan,Patoda
536,Maharashtra,Solapur,3.29,297908,Wheat,Small,Pandharpur,Kasegaon
537,Maharashtra,Palghar,2.49,356969,Soybean,Small,Unknown,Unknown
538,Maharashtra,Beed,5.35,323493,Wheat,Medium,Ashti,Dhanora
539,Maharashtra,Beed,4.25,242003,Sugarcane,Small,Georai,Kada
540,Maharashtra,Solapur,2.5,356398,Rice,Small,Pandharpur,Kasegaon
541,Maharashtra,Satara,1.62,350369,Cotton,Small,Wai,Dhom
542,Maharashtra,Aurangabad,1.45,324597,Rice,Small,Sillod,Ajanta
543,Maharashtra,Pune,6.98,199886,Sugarcane,Medium,Junnar,Narayangaon
544,Maharashtra,Solapur,2.33,199335,Wheat,Small,Barshi,Vairag
545,Maharashtra,Satara,5.39,127694,Rice,Medium,Wai,Bavdhan
546,Maharashtra,Beed,6.58,65735,Sugarcane,Medium,Ashti,Kasewadi
547,Maharashtra,Beed,5.11,459046,Soybean,Medium,Ashti,Pimpri
548,Maharashtra,Kolhapur,6.95,360037,Cotton,Medium,Hatkanangale,Pethvadgaon
549,Maharashtra,Solapur,3.44,225745,Rice,Small,Barshi,Vairag
550,Maharashtra,Aurangabad,7.67,439150,Wheat,Medium,Gangapur,Shendra
551,Maharashtra,Nashik,1.5,270534,Soybean,Small,Unknown,Unknown
552,Maharashtra,Aurangabad,1.27,95066,Sugarcane,Small,Paithan,Bidkin
553,Maharashtra,Beed,5.44,281387,Cotton,Medium,Ashti,Dhanora
554,Maharashtra,Beed,7.57,184445,Wheat,Medium,Patoda,Chousala
555,Maharashtra,Nagpur,6.57,453551,Sugarcane,Medium,Katol,Metpanjara
556,Maharashtra,Beed,1.07,466957,Sugarcane,Small,Georai,Bansarola
557,Maharashtra,Pune,2.6,322836,Rice,Small,Haveli,Uruli
558,Maharashtra,Amravati,7.48,490511,Rice,Medium,Chandur,Kurha
559,Maharashtra,Solapur,2.4,95541,Wheat,Small,Mohol,Kamti
560,Maharashtra,Raigad,6.36,215129,Sugarcane,Medium,Mahad,Birwadi
561,Maharashtra,Aurangabad,6.69,116983,Rice,Medium,Paithan,Bidkin
562,Maharashtra,Amravati,4.22,200655,Cotton,Small,Achalpur,Paratwada
563,Maharashtra,Satara,3.4,203837,Cotton,Small,Karad,Malkapur
564,Maharashtra,Nashik,3.88,240359,Sugarcane,Small,Unknown,Unknown
565,Maharashtra,Pune,2.2,467122,Rice,Small,Haveli,Wagholi
566,Maharashtra,Palghar,7.17,432891,Wheat,Medium,Unknown,Unknown
567,Maharashtra,Nanded,3.88,397247,Wheat,Small,Biloli,Kundalwadi
568,Maharashtra,Aurangabad,7.12,260747,Wheat,Medium,Gangapur,Banewadi
569,Maharashtra,Amravati,1.29,227597,Cotton,Small,Achalpur,Dhamangaon
570,Maharashtra,Palghar,7.91,219302,Rice,Medium,Unknown,Unknown
571,Maharashtra,Nashik,3.82,462736,Rice,Small,Unknown,Unknown
572,Maharashtra,Nagpur,0.86,495150,Cotton,Marginal,Hingna,Takli
573,Maharashtra,Palghar,0.79,337710,Wheat,Marginal,Unknown,Unknown
574,Maharashtra,Pune,6.1,385337,Wheat,Medium,Ambegaon,Awasari
575,Maharashtra,Pune,5.44,473350,Sugarcane,Medium,Junnar,Narayangaon
576,Maharashtra,Raigad,6.52,453561,Soybean,Medium,Panvel,Kalamboli
577,Maharashtra,Nagpur,1.29,302084,Rice,Small,Hingna,Raipur
578,Maharashtra,Nanded,0.77,171015,Rice,Marginal,Biloli,Kundalwadi
579,Maharashtra,Solapur,4.31,222257,Rice,Small,Barshi,Vairag
580,Maharashtra,Palghar,3.41,296536,Soybean,Small,Unknown,Unknown
581,Maharashtra,Nagpur,3.96,274021,Sugarcane,Small,Kalmeshwar,Kohali
582,Maharashtra,Pune,7.94,180956,Soybean,Medium,Junnar,Narayangaon
583,Maharashtra,Pune,7.78,120744,Wheat,Medium,Junnar,Alephata
584,Maharashtra,Amravati,7.57,345599,Wheat,Medium,Achalpur,Pathrot
585,Maharashtra,Beed,6.38,471234,Rice,Medium,Ashti,Pimpri
586,Maharashtra,Nanded,3.16,366363,Cotton,Small,Degloor,Gokunda
587,Maharashtra,Palghar,3.59,358135,Rice,Small,Unknown,Unknown
588,Maharashtra,Raigad,4.62,123616,Cotton,Small,Alibag,Chaul
589,Maharashtra,Raigad,6.73,137438,Soybean,Medium,Alibag,Revdanda
590,Maharashtra,Palghar,1.02,166841,Wheat,Small,Unknown,Unknown
591,Maharashtra,Nashik,3.68,190558,Cotton,Small,Unknown,Unknown
592,Maharashtra,Raigad,1.12,219934,Soybean,Small,Alibag,Chaul
593,Maharashtra,Nagpur,4.36,302734,Wheat,Small,Kalmeshwar,Mohpa
594,Maharashtra,Nashik,7.24,108870,Cotton,Medium,Unknown,Unknown
595,Maharashtra,Nagpur,6.37,136694,Rice,Medium,Katol,Dhapewada
596,Maharashtra,Satara,2.21,287068,Rice,Small,Phaltan,Nimb
597,Maharashtra,Pune,7.82,356000,Rice,Medium,Haveli,Wagholi
598,Maharashtra,Beed,5.51,151407,Soybean,Medium,Patoda,Chousala
599,Maharashtra,Amravati,0.58,81379,Rice,Marginal,Daryapur,Yeoda
600,Maharashtra,Raigad,2.42,376873,Sugarcane,Small,Mahad,Kamble
601,Maharashtra,Beed,2.46,471594,Wheat,Small,Georai,Thakarwadi
602,Maharashtra,Beed,1.02,286500,Soybean,Small,Ashti,Pimpri
603,Maharashtra,Beed,7.7,104353,Rice,Medium,Ashti,Pimpri
604,Maharashtra,Nashik,4.09,231068,Wheat,Small,Unknown,Unknown
605,Maharashtra,Nagpur,7.22,326175,Cotton,Medium,Katol,Metpanjara
606,Maharashtra,Yavatmal,2.92,261144,Rice,Small,Unknown,Unknown
607,Maharashtra,Satara,1.44,115982,Wheat,Small,Phaltan,Nimb
608,Maharashtra,Aurangabad,4.06,86683,Sugarcane,Small,Paithan,Waluj
609,Maharashtra,Beed,1.35,164091,Cotton,Small,Patoda,Jaulkhed
610,Maharashtra,Solapur,4.15,167797,Sugarcane,Small,Pandharpur,Kasegaon
611,Maharashtra,Nashik,7.4,460834,Wheat,Medium,Unknown,Unknown
612,Maharashtra,Raigad,4.41,56587,Sugarcane,Small,Alibag,Revdanda
613,Maharashtra,Nanded,5.12,374934,Wheat,Medium,Mukhed,Pimpalgaon
614,Maharashtra,Raigad,1.67,343624,Wheat,Small,Mahad,Dasgaon
615,Maharashtra,Amravati,0.83,279602,Sugarcane,Marginal,Chandur,Nandgaon
616,Maharashtra,Aurangabad,1.33,201599,Wheat,Small,Gangapur,Lasur
617,Maharashtra,Yavatmal,4.99,335713,Rice,Small,Unknown,Unknown
618,Maharashtra,Solapur,1.21,323295,Wheat,Small,Mohol,Kamti
619,Maharashtra,Raigad,3.32,240246,Soybean,Small,Mahad,Kamble
620,Maharashtra,Yavatmal,4.63,94739,Wheat,Small,Unknown,Unknown
621,Maharashtra,Aurangabad,3.41,82954,Soybean,Small,Paithan,Waluj
622,Maharashtra,Beed,1.73,293935,Wheat,Small,Ashti,Kasewadi
623,Maharashtra,Solapur,2.55,159373,Wheat,Small,Barshi,Sukewadi
624,Maharashtra,Yavatmal,7.46,478519,Sugarcane,Medium,Unknown,Unknown
625,Maharashtra,Amravati,5.57,84700,Rice,Medium,Daryapur,Anjangaon
626,Maharashtra,Nagpur,4.22,173728,Rice,Small,Katol,Sawanga
627,Maharashtra,Pune,0.6,378932,Cotton,Marginal,Ambegaon,Ghodegaon
628,Maharashtra,Nagpur,7.94,121045,Sugarcane,Medium,Hingna,Takli
629,Maharashtra,Aurangabad,5.54,481058,Sugarcane,Medium,Gangapur,Banewadi
630,Maharashtra,Nashik,2.88,194972,Rice,Small,Unknown,Unknown
631,Maharashtra,Pune,7.09,440136,Sugarcane,Medium,Ambegaon,Awasari
632,Maharashtra,Satara,2.44,392203,Rice,Small,Karad,Masur
633,Maharashtra,Amravati,4.58,51881,Sugarcane,Small,Achalpur,Paratwada
634,Maharashtra,Satara,5.27,476253,Wheat,Medium,Phaltan,Sakharwadi
635,Maharashtra,Solapur,2.16,444846,Rice,Small,Pandharpur,Bhalwani
636,Maharashtra,Palghar,7.84,332933,Rice,Medium,Unknown,Unknown
637,Maharashtra,Pune,6.11,438227,Soybean,Medium,Ambegaon,Manchar
638,Maharashtra,Satara,4.68,138059,Sugarcane,Small,Wai,Dhom
639,Maharashtra,Raigad,1.85,264566,Sugarcane,Small,Mahad,Kamble
640,Maharashtra,Satara,0.9,358295,Rice,Marginal,Wai,Kikali
641,Maharashtra,Yavatmal,2.9,492136,Wheat,Small,Unknown,Unknown
642,Maharashtra,Nagpur,6.15,159388,Wheat,Medium,Kalmeshwar,Kohali
643,Maharashtra,Yavatmal,2.52,248303,Wheat,Small,Unknown,Unknown
644,Maharashtra,Pune,4.55,315406,Sugarcane,Small,Junnar,Otur
645,Maharashtra,Pune,5.96,379125,Soybean,Medium,Junnar,Otur
646,Maharashtra,Aurangabad,1.31,433095,Rice,Small,Gangapur,Shendra
647,Maharashtra,Yavatmal,5.64,435243,Cotton,Medium,Unknown,Unknown
648,Maharashtra,Kolhapur,1.19,131972,Soybean,Small,Hatkanangale,Jaysingpur
649,Maharashtra,Raigad,7.74,387629,Cotton,Medium,Panvel,Karanjade
650,Maharashtra,Nanded,4.16,104722,Soybean,Small,Degloor,Kangti
651,Maharashtra,Nagpur,1.63,401643,Wheat,Small,Kalmeshwar,Mohpa
652,Maharashtra,Pune,3.07,231890,Sugarcane,Small,Junnar,Otur
653,Maharashtra,Aurangabad,3.6,473148,Cotton,Small,Paithan,Patoda
654,Maharashtra,Palghar,6.19,319045,Soybean,Medium,Unknown,Unknown
655,Maharashtra,Raigad,6.08,167473,Sugarcane,Medium,Panvel,Kalamboli
656,Maharashtra,Yavatmal,5.09,320741,Cotton,Medium,Unknown,Unknown
657,Maharashtra,Nagpur,1.29,441775,Rice,Small,Katol,Metpanjara
658,Maharashtra,Palghar,1.64,376053,Soybean,Small,Unknown,Unknown
659,Maharashtra,Yavatmal,1.2,384535,Rice,Small,Unknown,Unknown
660,Maharashtra,Satara,4.83,265286,Wheat,Small,Karad,Malkapur
661,Maharashtra,Palghar,7.08,451479,Rice,Medium,Unknown,Unknown
662,Maharashtra,Aurangabad,3.75,375437,Rice,Small,Gangapur,Banewadi
663,Maharashtra,Nagpur,1.71,293896,Soybean,Small,Katol,Sawanga
664,Maharashtra,Beed,4.69,206877,Wheat,Small,Georai,Kada
665,Maharashtra,Solapur,6.59,61874,Rice,Medium,Barshi,Sukewadi
666,Maharashtra,Solapur,6.06,274137,Sugarcane,Medium,Mohol,Penur
667,Maharashtra,Nagpur,7.11,398546,Cotton,Medium,Kalmeshwar,Mohpa
668,Maharashtra,Palghar,2.58,326223,Rice,Small,Unknown,Unknown
669,Maharashtra,Yavatmal,1.95,493066,Wheat,Small,Unknown,Unknown
670,Maharashtra,Aurangabad,7.1,384923,Rice,Medium,Paithan,Waluj
671,Maharashtra,Nanded,5.43,145408,Cotton,Medium,Mukhed,Honer
672,Maharashtra,Solapur,2.83,452234,Wheat,Small,Mohol,Kamti
673,Maharashtra,Aurangabad,6.07,170606,Soybean,Medium,Paithan,Bidkin
674,Maharashtra,Solapur,6.61,492716,Wheat,Medium,Mohol,Penur
675,Maharashtra,Satara,5.11,170062,Soybean,Medium,Karad,Umbraj
676,Maharashtra,Yavatmal,5.66,62100,Wheat,Medium,Unknown,Unknown
677,Maharashtra,Satara,3.31,369165,Cotton,Small,Phaltan,Lonand
678,Maharashtra,Raigad,4.54,200872,Cotton,Small,Panvel,Kalamboli
